"Region","Location","SampleID","POPGROUP","Fraction"
"SBC","Malabar","MALB452",5,0.424711
"SBC","Malabar","MALB455",1,0.119062
"SBC","Malabar","MALB455",2,1e-05
"SBC","Malabar","MALB455",3,0.643934
"SBC","Malabar","MALB455",4,0.024073
"SBC","Malabar","MALB455",5,0.212921
"SBC","Malabar","MALB494",1,1.3e-05
"SBC","Malabar","MALB494",2,1e-05
"SBC","Malabar","MALB494",3,0.999957
"SBC","Malabar","MALB494",4,1e-05
"SBC","Malabar","MALB494",5,1e-05
"SBC","Malabar","MALB496",1,1.6e-05
"SBC","Malabar","MALB496",2,1e-05
"SBC","Malabar","MALB496",3,0.999953
"SBC","Malabar","MALB496",4,1.1e-05
"SBC","Malabar","MALB496",5,1e-05
"SBC","Malabar","MALB497",1,1e-05
"SBC","Malabar","MALB497",2,1e-05
"SBC","Malabar","MALB497",3,0.864945
"SBC","Malabar","MALB497",4,1e-05
"SBC","Malabar","MALB497",5,0.135025
"SBC","Malabar","MALB498",1,0.018017
"SBC","Malabar","MALB498",2,1e-05
"SBC","Malabar","MALB498",3,0.735843
"SBC","Malabar","MALB498",4,0.010488
"SBC","Malabar","MALB498",5,0.235642
"SBC","Malabar","MALB499",1,1.1e-05
"SBC","Malabar","MALB499",2,1e-05
"SBC","Malabar","MALB499",3,0.999959
"SBC","Malabar","MALB499",4,1.1e-05
"SBC","Malabar","MALB499",5,1e-05
"SBC","Malabar","MALB500",1,1e-05
"SBC","Malabar","MALB500",2,1e-05
"SBC","Malabar","MALB500",3,0.688894
"SBC","Malabar","MALB500",4,0.027659
"SBC","Malabar","MALB500",5,0.283427
"SBC","Malabar","MALB82",1,0.081215
"SBC","Malabar","MALB82",2,1e-05
"SBC","Malabar","MALB82",3,0.594371
"SBC","Malabar","MALB82",4,0.014077
"SBC","Malabar","MALB82",5,0.310326
"SBC","Malabar","MALB83",1,0.114777
"SBC","Malabar","MALB83",2,1e-05
"SBC","Malabar","MALB83",3,0.597912
"SBC","Malabar","MALB83",4,0.029494
"SBC","Malabar","MALB83",5,0.257807
"SBC","Micco","MICO227",1,0.070224
"SBC","Micco","MICO227",2,1e-05
"SBC","Micco","MICO227",3,0.695565
"SBC","Micco","MICO227",4,1e-05
"SBC","Micco","MICO227",5,0.234192
"SBC","Micco","MICO236",1,0.222801
"SBC","Micco","MICO236",2,0.00944
"SBC","Micco","MICO236",3,0.512209
"SBC","Micco","MICO236",4,0.017338
"SBC","Micco","MICO236",5,0.238212
"SBC","Micco","MICO237",1,0.209154
"SBC","Micco","MICO237",2,0.036407
"SBC","Micco","MICO237",3,0.527195
"SBC","Micco","MICO237",4,0.016989
"SBC","Micco","MICO237",5,0.210254
"SBC","Micco","MICO239",1,0.092296
"SBC","Micco","MICO239",2,1e-05
"SBC","Micco","MICO239",3,0.714079
"SBC","Micco","MICO239",4,0.007693
"SBC","Micco","MICO239",5,0.185922
"SBC","Micco","MICO240",1,0.085624
"SBC","Micco","MICO240",2,1e-05
"SBC","Micco","MICO240",3,0.646174
"SBC","Micco","MICO240",4,0.039532
"SBC","Micco","MICO240",5,0.22866
"SBC","Micco","MICO241",1,0.168217
"SBC","Micco","MICO241",2,1e-05
"SBC","Micco","MICO241",3,0.518911
"SBC","Micco","MICO241",4,0.010899
"SBC","Micco","MICO241",5,0.301963
"SBC","Micco","MICO242",1,0.177749
"SBC","Micco","MICO242",2,0.03955
"SBC","Micco","MICO242",3,0.487437
"SBC","Micco","MICO242",4,0.048915
"SBC","Micco","MICO242",5,0.246348
"SBC","Micco","MICO243",1,0.180798
"SBC","Micco","MICO243",2,0.01067
"SBC","Micco","MICO243",3,0.521482
"SBC","Micco","MICO243",4,0.039111
"SBC","Micco","MICO243",5,0.247939
"NBC","SL","NORT384",1,0.07066
"NBC","SL","NORT384",2,1e-05
"NBC","SL","NORT384",3,0.104294
"NBC","SL","NORT384",4,0.785364
"NBC","SL","NORT384",5,0.039672
"NBC","Fox","NORT385",1,1e-05
"NBC","Fox","NORT385",2,1e-05
"NBC","Fox","NORT385",3,1e-05
"NBC","Fox","NORT385",4,1e-05
"NBC","Fox","NORT385",5,0.99996
"Ocala","Ocala","OC07",1,0.390047
"Ocala","Ocala","OC07",2,0.392457
"Ocala","Ocala","OC07",3,0.137572
"Ocala","Ocala","OC07",4,0.034833
"Ocala","Ocala","OC07",5,0.045091
"Ocala","Ocala","OC11",1,0.3943
"Ocala","Ocala","OC11",2,0.399581
"Ocala","Ocala","OC11",3,0.132431
"Ocala","Ocala","OC11",4,0.02934
"Ocala","Ocala","OC11",5,0.044347
"Ocala","Ocala","OC14",1,0.378879
"Ocala","Ocala","OC14",2,0.407205
"Ocala","Ocala","OC14",3,0.141025
"Ocala","Ocala","OC14",4,0.025232
"Ocala","Ocala","OC14",5,0.047658
"Ocala","Ocala","OC20",1,0.382082
"Ocala","Ocala","OC20",2,0.405095
"Ocala","Ocala","OC20",3,0.139727
"Ocala","Ocala","OC20",4,0.02469
"Ocala","Ocala","OC20",5,0.048406
"Ocala","Ocala","OC22",1,0.381831
"Ocala","Ocala","OC22",2,0.411416
"Ocala","Ocala","OC22",3,0.134489
"Ocala","Ocala","OC22",4,0.031576
"Ocala","Ocala","OC22",5,0.040688
"Ocala","Ocala","OC26",1,0.387982
"Ocala","Ocala","OC26",2,0.406539
"Ocala","Ocala","OC26",3,0.133758
"Ocala","Ocala","OC26",4,0.021899
"Ocala","Ocala","OC26",5,0.049823
"Ocala","Ocala","OC28",1,0.383752
"Ocala","Ocala","OC28",2,0.413874
"Ocala","Ocala","OC28",3,0.140056
"Ocala","Ocala","OC28",4,0.025999
"Ocala","Ocala","OC28",5,0.03632
"Ocala","Ocala","OC32",1,0.377608
"Ocala","Ocala","OC32",2,0.425895
"Ocala","Ocala","OC32",3,0.14188
"Ocala","Ocala","OC32",4,0.024971
"Ocala","Ocala","OC32",5,0.029646
"Ocala","Ocala","OC33",1,0.376832
"Ocala","Ocala","OC33",2,0.401866
"Ocala","Ocala","OC33",3,0.14571
"Ocala","Ocala","OC33",4,0.029118
"Ocala","Ocala","OC33",5,0.046474
"Ocala","Ocala","OC34",1,0.393233
"Ocala","Ocala","OC34",2,0.395645
"Ocala","Ocala","OC34",3,0.127941
"Ocala","Ocala","OC34",4,0.024547
"Ocala","Ocala","OC34",5,0.058634
"Ocala","Ocala","OC35",1,0.375803
"Ocala","Ocala","OC35",2,0.417469
"Ocala","Ocala","OC35",3,0.142415
"Ocala","Ocala","OC35",4,0.021259
"Ocala","Ocala","OC35",5,0.043053
"Ocala","Ocala","OC36",1,0.369982
"Ocala","Ocala","OC36",2,0.410645
"Ocala","Ocala","OC36",3,0.148584
"Ocala","Ocala","OC36",4,0.029592
"Ocala","Ocala","OC36",5,0.041197
"Ocala","Ocala","OC37",1,0.376325
"Ocala","Ocala","OC37",2,0.400454
"Ocala","Ocala","OC37",3,0.149086
"Ocala","Ocala","OC37",4,0.030935
"Ocala","Ocala","OC37",5,0.0432
"Ocala","Ocala","OC38",1,0.380977
"Ocala","Ocala","OC38",2,0.396592
"Ocala","Ocala","OC38",3,0.140481
"Ocala","Ocala","OC38",4,0.024232
"Ocala","Ocala","OC38",5,0.057718
"Ocala","Ocala","OC39",1,0.369793
"Ocala","Ocala","OC39",2,0.389203
"Ocala","Ocala","OC39",3,0.138464
"Ocala","Ocala","OC39",4,0.024693
"Ocala","Ocala","OC39",5,0.077847
"Ocala","Ocala","OC40",1,0.36549
"Ocala","Ocala","OC40",2,0.393775
"Ocala","Ocala","OC40",3,0.14754
"Ocala","Ocala","OC40",4,0.02551
"Ocala","Ocala","OC40",5,0.067685
"Ocala","Ocala","OC41",1,0.390003
"Ocala","Ocala","OC41",2,0.403371
"Ocala","Ocala","OC41",3,0.136062
"Ocala","Ocala","OC41",4,0.028441
"Ocala","Ocala","OC41",5,0.042122
"Ocala","Ocala","OC42",1,0.383077
"Ocala","Ocala","OC42",2,0.412443
"Ocala","Ocala","OC42",3,0.132281
"Ocala","Ocala","OC42",4,0.02838
"Ocala","Ocala","OC42",5,0.043819
"Ocala","Ocala","OC43",1,0.379161
"Ocala","Ocala","OC43",2,0.410122
"Ocala","Ocala","OC43",3,0.139969
"Ocala","Ocala","OC43",4,0.024586
"Ocala","Ocala","OC43",5,0.046161
"Ocala","Ocala","OC44",1,0.393643
"Ocala","Ocala","OC44",2,0.410703
"Ocala","Ocala","OC44",3,0.135672
"Ocala","Ocala","OC44",4,0.0336
"Ocala","Ocala","OC44",5,0.026382
"Merritt Island","RR","RR110",1,0.99996
"Merritt Island","RR","RR110",2,1e-05
"Merritt Island","RR","RR110",3,1e-05
"Merritt Island","RR","RR110",4,1e-05
"Merritt Island","RR","RR110",5,1e-05
"Merritt Island","RR","RR111",1,0.99996
"Merritt Island","RR","RR111",2,1e-05
"Merritt Island","RR","RR111",3,1e-05
"Merritt Island","RR","RR111",4,1e-05
"Merritt Island","RR","RR111",5,1e-05
"Merritt Island","RR","RR112",1,0.965667
"Merritt Island","RR","RR112",2,0.003123
"Merritt Island","RR","RR112",3,0.025874
"Merritt Island","RR","RR112",4,1e-05
"Merritt Island","RR","RR112",5,0.005325
"Merritt Island","RR","RR205",1,0.917167
"Merritt Island","RR","RR205",2,1e-05
"Merritt Island","RR","RR205",3,1e-05
"Merritt Island","RR","RR205",4,1e-05
"Merritt Island","RR","RR205",5,0.082803
"Merritt Island","RR","RR206",1,0.99996
"Merritt Island","RR","RR206",2,1e-05
"Merritt Island","RR","RR206",3,1e-05
"Merritt Island","RR","RR206",4,1e-05
"Merritt Island","RR","RR206",5,1e-05
"Merritt Island","RR","RR207",1,0.984883
"Merritt Island","RR","RR207",2,1e-05
"Merritt Island","RR","RR207",3,1e-05
"Merritt Island","RR","RR207",4,0.015086
"Merritt Island","RR","RR207",5,1e-05
"Merritt Island","RR","RR95",1,0.99996
"Merritt Island","RR","RR95",2,1e-05
"Merritt Island","RR","RR95",3,1e-05
"Merritt Island","RR","RR95",4,1e-05
"Merritt Island","RR","RR95",5,1e-05
"Merritt Island","RR","RR96",1,0.99996
"Merritt Island","RR","RR96",2,1e-05
"Merritt Island","RR","RR96",3,1e-05
"Merritt Island","RR","RR96",4,1e-05
"Merritt Island","RR","RR96",5,1e-05
"Merritt Island","Shiloh","SHIL108",1,0.999952
"Merritt Island","Shiloh","SHIL108",2,1e-05
"Merritt Island","Shiloh","SHIL108",3,1e-05
"Merritt Island","Shiloh","SHIL108",4,1.8e-05
"Merritt Island","Shiloh","SHIL108",5,1e-05
"Merritt Island","Shiloh","SHIL147",1,0.955834
"Merritt Island","Shiloh","SHIL147",2,0.004771
"Merritt Island","Shiloh","SHIL147",3,0.02444
"Merritt Island","Shiloh","SHIL147",4,0.009667
"Merritt Island","Shiloh","SHIL147",5,0.005288
"Merritt Island","Shiloh","SHIL148",1,0.815535
"Merritt Island","Shiloh","SHIL148",2,0.014204
"Merritt Island","Shiloh","SHIL148",3,0.056992
"Merritt Island","Shiloh","SHIL148",4,0.036396
"Merritt Island","Shiloh","SHIL148",5,0.076873
"Merritt Island","Shiloh","SHIL159",1,0.977668
"Merritt Island","Shiloh","SHIL159",2,1e-05
"Merritt Island","Shiloh","SHIL159",3,0.010309
"Merritt Island","Shiloh","SHIL159",4,1e-05
"Merritt Island","Shiloh","SHIL159",5,0.012003
"Merritt Island","Shiloh","SHIL166",1,0.82605
"Merritt Island","Shiloh","SHIL166",2,0.050726
"Merritt Island","Shiloh","SHIL166",3,0.081922
"Merritt Island","Shiloh","SHIL166",4,0.014444
"Merritt Island","Shiloh","SHIL166",5,0.026858
"Merritt Island","Shiloh","SHIL168",1,0.826413
"Merritt Island","Shiloh","SHIL168",2,0.036972
"Merritt Island","Shiloh","SHIL168",3,0.077853
"Merritt Island","Shiloh","SHIL168",4,0.005946
"Merritt Island","Shiloh","SHIL168",5,0.052817
"Merritt Island","Shiloh","SHIL459",1,0.903864
"Merritt Island","Shiloh","SHIL459",2,1e-05
"Merritt Island","Shiloh","SHIL459",3,1e-05
"Merritt Island","Shiloh","SHIL459",4,0.021262
"Merritt Island","Shiloh","SHIL459",5,0.074854
"Merritt Island","Shiloh","SHIL462",1,0.996174
"Merritt Island","Shiloh","SHIL462",2,1e-05
"Merritt Island","Shiloh","SHIL462",3,1e-05
"Merritt Island","Shiloh","SHIL462",4,0.003796
"Merritt Island","Shiloh","SHIL462",5,1e-05
"Merritt Island","Shiloh","SHIL472",1,0.853059
"Merritt Island","Shiloh","SHIL472",2,0.00327
"Merritt Island","Shiloh","SHIL472",3,0.025249
"Merritt Island","Shiloh","SHIL472",4,0.02134
"Merritt Island","Shiloh","SHIL472",5,0.097082
"Merritt Island","Shiloh","SHIL474",1,0.979072
"Merritt Island","Shiloh","SHIL474",2,1e-05
"Merritt Island","Shiloh","SHIL474",3,1e-05
"Merritt Island","Shiloh","SHIL474",4,1e-05
"Merritt Island","Shiloh","SHIL474",5,0.020898
"Merritt Island","Shiloh","SHIL475",1,0.977751
"Merritt Island","Shiloh","SHIL475",2,1e-05
"Merritt Island","Shiloh","SHIL475",3,0.009079
"Merritt Island","Shiloh","SHIL475",4,0.01315
"Merritt Island","Shiloh","SHIL475",5,1e-05
"Merritt Island","Shiloh","SHIL476",1,0.999384
"Merritt Island","Shiloh","SHIL476",2,1e-05
"Merritt Island","Shiloh","SHIL476",3,1e-05
"Merritt Island","Shiloh","SHIL476",4,0.000586
"Merritt Island","Shiloh","SHIL476",5,1e-05
"Merritt Island","Shiloh","SHIL477",1,0.897431
"Merritt Island","Shiloh","SHIL477",2,1e-05
"Merritt Island","Shiloh","SHIL477",3,0.018241
"Merritt Island","Shiloh","SHIL477",4,0.02333
"Merritt Island","Shiloh","SHIL477",5,0.060987
"Merritt Island","Shiloh","SHIL478",1,0.959671
"Merritt Island","Shiloh","SHIL478",2,1e-05
"Merritt Island","Shiloh","SHIL478",3,1e-05
"Merritt Island","Shiloh","SHIL478",4,0.007531
"Merritt Island","Shiloh","SHIL478",5,0.032778
"NBC","SL","SLCA87",1,1e-05
"NBC","SL","SLCA87",2,1.2e-05
"NBC","SL","SLCA87",3,1.9e-05
"NBC","SL","SLCA87",4,0.999949
"NBC","SL","SLCA87",5,1e-05
"NBC","SL","SLCA88",1,1e-05
"NBC","SL","SLCA88",2,1e-05
"NBC","SL","SLCA88",3,1e-05
"NBC","SL","SLCA88",4,0.99996
"NBC","SL","SLCA88",5,1e-05
"NBC","SL","SLCA89",1,1e-05
"NBC","SL","SLCA89",2,1e-05
"NBC","SL","SLCA89",3,1e-05
"NBC","SL","SLCA89",4,0.99996
"NBC","SL","SLCA89",5,1e-05
"Merritt Island","Schwartz","SRTZ124",1,0.99996
"Merritt Island","Schwartz","SRTZ124",2,1e-05
"Merritt Island","Schwartz","SRTZ124",3,1e-05
"Merritt Island","Schwartz","SRTZ124",4,1e-05
"Merritt Island","Schwartz","SRTZ124",5,1e-05
"Merritt Island","Schwartz","SRTZ125",1,0.99996
"Merritt Island","Schwartz","SRTZ125",2,1e-05
"Merritt Island","Schwartz","SRTZ125",3,1e-05
"Merritt Island","Schwartz","SRTZ125",4,1e-05
"Merritt Island","Schwartz","SRTZ125",5,1e-05
"Merritt Island","Schwartz","SRTZ126",1,0.99996
"Merritt Island","Schwartz","SRTZ126",2,1e-05
"Merritt Island","Schwartz","SRTZ126",3,1e-05
"Merritt Island","Schwartz","SRTZ126",4,1e-05
"Merritt Island","Schwartz","SRTZ126",5,1e-05
"Merritt Island","Schwartz","SRTZ127",1,0.99996
"Merritt Island","Schwartz","SRTZ127",2,1e-05
"Merritt Island","Schwartz","SRTZ127",3,1e-05
"Merritt Island","Schwartz","SRTZ127",4,1e-05
"Merritt Island","Schwartz","SRTZ127",5,1e-05
"Merritt Island","Schwartz","SRTZ199",1,0.99996
"Merritt Island","Schwartz","SRTZ199",2,1e-05
"Merritt Island","Schwartz","SRTZ199",3,1e-05
"Merritt Island","Schwartz","SRTZ199",4,1e-05
"Merritt Island","Schwartz","SRTZ199",5,1e-05
"Merritt Island","Schwartz","SRTZ200",1,0.942546
"Merritt Island","Schwartz","SRTZ200",2,0.001007
"Merritt Island","Schwartz","SRTZ200",3,0.016422
"Merritt Island","Schwartz","SRTZ200",4,0.018062
"Merritt Island","Schwartz","SRTZ200",5,0.021963
"Merritt Island","Schwartz","SRTZ201",1,0.99996
"Merritt Island","Schwartz","SRTZ201",2,1e-05
"Merritt Island","Schwartz","SRTZ201",3,1e-05
"Merritt Island","Schwartz","SRTZ201",4,1e-05
"Merritt Island","Schwartz","SRTZ201",5,1e-05
"Merritt Island","Schwartz","SRTZ202",1,0.99996
"Merritt Island","Schwartz","SRTZ202",2,1e-05
"Merritt Island","Schwartz","SRTZ202",3,1e-05
"Merritt Island","Schwartz","SRTZ202",4,1e-05
"Merritt Island","Schwartz","SRTZ202",5,1e-05
"Merritt Island","Schwartz","SRTZ203",1,0.99996
"Merritt Island","Schwartz","SRTZ203",2,1e-05
"Merritt Island","Schwartz","SRTZ203",3,1e-05
"Merritt Island","Schwartz","SRTZ203",4,1e-05
"Merritt Island","Schwartz","SRTZ203",5,1e-05
"Merritt Island","Schwartz","SRTZ204",1,0.99996
"Merritt Island","Schwartz","SRTZ204",2,1e-05
"Merritt Island","Schwartz","SRTZ204",3,1e-05
"Merritt Island","Schwartz","SRTZ204",4,1e-05
"Merritt Island","Schwartz","SRTZ204",5,1e-05
"Merritt Island","TEL4","TEL229",1,0.913259
"Merritt Island","TEL4","TEL229",2,0.01984
"Merritt Island","TEL4","TEL229",3,0.03474
"Merritt Island","TEL4","TEL229",4,0.010085
"Merritt Island","TEL4","TEL229",5,0.022076
"Merritt Island","TEL4","TEL230",1,0.974617
"Merritt Island","TEL4","TEL230",2,1e-05
"Merritt Island","TEL4","TEL230",3,0.002785
"Merritt Island","TEL4","TEL230",4,0.002246
"Merritt Island","TEL4","TEL230",5,0.020341
"Merritt Island","TEL4","TEL231",1,0.99996
"Merritt Island","TEL4","TEL231",2,1e-05
"Merritt Island","TEL4","TEL231",3,1e-05
"Merritt Island","TEL4","TEL231",4,1e-05
"Merritt Island","TEL4","TEL231",5,1e-05
"Merritt Island","TEL4","TEL232",1,0.99996
"Merritt Island","TEL4","TEL232",2,1e-05
"Merritt Island","TEL4","TEL232",3,1e-05
"Merritt Island","TEL4","TEL232",4,1e-05
"Merritt Island","TEL4","TEL232",5,1e-05
"Merritt Island","TEL4","TEL233",1,0.999954
"Merritt Island","TEL4","TEL233",2,1e-05
"Merritt Island","TEL4","TEL233",3,1e-05
"Merritt Island","TEL4","TEL233",4,1.6e-05
"Merritt Island","TEL4","TEL233",5,1e-05
"Merritt Island","TEL4","TEL234",1,0.99996
"Merritt Island","TEL4","TEL234",2,1e-05
"Merritt Island","TEL4","TEL234",3,1e-05
"Merritt Island","TEL4","TEL234",4,1e-05
"Merritt Island","TEL4","TEL234",5,1e-05
"Merritt Island","TEL4","TEL449",1,0.999951
"Merritt Island","TEL4","TEL449",2,1e-05
"Merritt Island","TEL4","TEL449",3,1e-05
"Merritt Island","TEL4","TEL449",4,1.9e-05
"Merritt Island","TEL4","TEL449",5,1e-05
"Merritt Island","TEL4","TEL450",1,0.99996
"Merritt Island","TEL4","TEL450",2,1e-05
"Merritt Island","TEL4","TEL450",3,1e-05
"Merritt Island","TEL4","TEL450",4,1e-05
"Merritt Island","TEL4","TEL450",5,1e-05
"SBC","Valkaria","VALK386",1,0.014499
"SBC","Valkaria","VALK386",2,1e-05
"SBC","Valkaria","VALK386",3,0.603228
"SBC","Valkaria","VALK386",4,0.083382
"SBC","Valkaria","VALK386",5,0.298881
"SBC","Valkaria","VALK387",1,1e-05
"SBC","Valkaria","VALK387",2,1e-05
"SBC","Valkaria","VALK387",3,0.64616
"SBC","Valkaria","VALK387",4,1e-05
"SBC","Valkaria","VALK387",5,0.35381
"SBC","Valkaria","VALK389",1,1.1e-05
"SBC","Valkaria","VALK389",2,1e-05
"SBC","Valkaria","VALK389",3,0.710093
"SBC","Valkaria","VALK389",4,0.012285
"SBC","Valkaria","VALK389",5,0.277601
"SBC","Valkaria","VALK390",1,1e-05
"SBC","Valkaria","VALK390",2,1e-05
"SBC","Valkaria","VALK390",3,0.99996
"SBC","Valkaria","VALK390",4,1e-05
"SBC","Valkaria","VALK390",5,1e-05
"SBC","Valkaria","VALK391",1,1e-05
"SBC","Valkaria","VALK391",2,1e-05
"SBC","Valkaria","VALK391",3,0.99996
"SBC","Valkaria","VALK391",4,1e-05
"SBC","Valkaria","VALK391",5,1e-05
"SBC","Valkaria","VALK392",1,1e-05
"SBC","Valkaria","VALK392",2,1e-05
"SBC","Valkaria","VALK392",3,0.99996
"SBC","Valkaria","VALK392",4,1e-05
"SBC","Valkaria","VALK392",5,1e-05
"SBC","Valkaria","VALK393",1,1e-05
"SBC","Valkaria","VALK393",2,1e-05
"SBC","Valkaria","VALK393",3,0.99996
"SBC","Valkaria","VALK393",4,1e-05
"SBC","Valkaria","VALK393",5,1e-05
"SBC","Valkaria","VALK394",1,0.026852
"SBC","Valkaria","VALK394",2,1e-05
"SBC","Valkaria","VALK394",3,0.320931
"SBC","Valkaria","VALK394",4,0.038392
"SBC","Valkaria","VALK394",5,0.613815
"SBC","Valkaria","VALK501",1,1e-05
"SBC","Valkaria","VALK501",2,1e-05
"SBC","Valkaria","VALK501",3,0.99996
"SBC","Valkaria","VALK501",4,1e-05
"SBC","Valkaria","VALK501",5,1e-05
"SBC","Valkaria","VALK502",1,0.146945
"SBC","Valkaria","VALK502",2,0.050631
"SBC","Valkaria","VALK502",3,0.519886
"SBC","Valkaria","VALK502",4,0.057352
"SBC","Valkaria","VALK502",5,0.225186
"SBC","Valkaria","VALK503",1,1e-05
"SBC","Valkaria","VALK503",2,1e-05
"SBC","Valkaria","VALK503",3,0.99996
"SBC","Valkaria","VALK503",4,1e-05
"SBC","Valkaria","VALK503",5,1e-05
"SBC","Valkaria","VALK504",1,0.016442
"SBC","Valkaria","VALK504",2,1e-05
"SBC","Valkaria","VALK504",3,0.713107
"SBC","Valkaria","VALK504",4,0.026989
"SBC","Valkaria","VALK504",5,0.243452
"CBC","Viera","VRA03",1,1e-05
"CBC","Viera","VRA03",2,1e-05
"CBC","Viera","VRA03",3,1e-05
"CBC","Viera","VRA03",4,0.016464
"CBC","Viera","VRA03",5,0.983506
"CBC","Viera","VRA04",1,0.125124
"CBC","Viera","VRA04",2,0.007775
"CBC","Viera","VRA04",3,0.158467
"CBC","Viera","VRA04",4,0.112017
"CBC","Viera","VRA04",5,0.596617
"CBC","Viera","VRA05",1,0.101332
"CBC","Viera","VRA05",2,1e-05
"CBC","Viera","VRA05",3,0.076963
"CBC","Viera","VRA05",4,0.029263
"CBC","Viera","VRA05",5,0.792433
"CBC","Viera","VRA06",1,0.134126
"CBC","Viera","VRA06",2,1e-05
"CBC","Viera","VRA06",3,0.072744
"CBC","Viera","VRA06",4,0.002174
"CBC","Viera","VRA06",5,0.790946
"CBC","Viera","VRA07",1,0.069871
"CBC","Viera","VRA07",2,1e-05
"CBC","Viera","VRA07",3,0.127674
"CBC","Viera","VRA07",4,0.025239
"CBC","Viera","VRA07",5,0.777206
"CBC","Viera","VRA08",1,0.063761
"CBC","Viera","VRA08",2,1.4e-05
"CBC","Viera","VRA08",3,0.140862
"CBC","Viera","VRA08",4,1e-05
"CBC","Viera","VRA08",5,0.795353
"CBC","Viera","VRA09",1,1e-05
"CBC","Viera","VRA09",2,1e-05
"CBC","Viera","VRA09",3,0.027278
"CBC","Viera","VRA09",4,1e-05
"CBC","Viera","VRA09",5,0.972692
"CBC","Viera","VRA10",1,0.045882
"CBC","Viera","VRA10",2,1e-05
"CBC","Viera","VRA10",3,0.001852
"CBC","Viera","VRA10",4,1e-05
"CBC","Viera","VRA10",5,0.952246
"CBC","Viera","VRA11",1,1e-05
"CBC","Viera","VRA11",2,1e-05
"CBC","Viera","VRA11",3,1e-05
"CBC","Viera","VRA11",4,0.042503
"CBC","Viera","VRA11",5,0.957467
"CBC","Viera","VRA12",1,0.143384
"CBC","Viera","VRA12",2,1e-05
"CBC","Viera","VRA12",3,0.030221
"CBC","Viera","VRA12",4,1e-05
"CBC","Viera","VRA12",5,0.826375
"CBC","Viera","VRA13",1,0.076319
"CBC","Viera","VRA13",2,1e-05
"CBC","Viera","VRA13",3,0.031704
"CBC","Viera","VRA13",4,0.01764
"CBC","Viera","VRA13",5,0.874327
"CBC","Viera","VRA15",1,0.096052
"CBC","Viera","VRA15",2,0.003697
"CBC","Viera","VRA15",3,0.08875
"CBC","Viera","VRA15",4,0.021067
"CBC","Viera","VRA15",5,0.790434
"CBC","Viera","VRA16",1,0.091399
"CBC","Viera","VRA16",2,1e-05
"CBC","Viera","VRA16",3,0.105595
"CBC","Viera","VRA16",4,0.013073
"CBC","Viera","VRA16",5,0.789923
"CBC","Viera","VRA172",1,0.15007
"CBC","Viera","VRA172",2,1e-05
"CBC","Viera","VRA172",3,0.036683
"CBC","Viera","VRA172",4,0.008438
"CBC","Viera","VRA172",5,0.804799
"CBC","Viera","VRA174",1,0.117301
"CBC","Viera","VRA174",2,1e-05
"CBC","Viera","VRA174",3,1e-05
"CBC","Viera","VRA174",4,0.021078
"CBC","Viera","VRA174",5,0.861601
"CBC","Viera","VRA17",1,0.000109
"CBC","Viera","VRA17",2,1e-05
"CBC","Viera","VRA17",3,0.023111
"CBC","Viera","VRA17",4,0.028282
"CBC","Viera","VRA17",5,0.948489
"CBC","Viera","VRA18",1,0.186573
"CBC","Viera","VRA18",2,0.010339
"CBC","Viera","VRA18",3,0.094888
"CBC","Viera","VRA18",4,0.049421
"CBC","Viera","VRA18",5,0.658779
"CBC","Viera","VRA19",1,0.161931
"CBC","Viera","VRA19",2,0.004443
"CBC","Viera","VRA19",3,0.07115
"CBC","Viera","VRA19",4,0.040853
"CBC","Viera","VRA19",5,0.721623
"CBC","Viera","VRA20",1,0.07347
"CBC","Viera","VRA20",2,1e-05
"CBC","Viera","VRA20",3,0.01597
"CBC","Viera","VRA20",4,1e-05
"CBC","Viera","VRA20",5,0.91054
"CBC","Viera","VRA212",1,0.059747
"CBC","Viera","VRA212",2,1e-05
"CBC","Viera","VRA212",3,0.082429
"CBC","Viera","VRA212",4,1e-05
"CBC","Viera","VRA212",5,0.857804
"CBC","Viera","VRA21",1,1e-05
"CBC","Viera","VRA21",2,1e-05
"CBC","Viera","VRA21",3,1e-05
"CBC","Viera","VRA21",4,1e-05
"CBC","Viera","VRA21",5,0.99996
"CBC","Viera","VRA23",1,0.160907
"CBC","Viera","VRA23",2,0.021959
"CBC","Viera","VRA23",3,0.119813
"CBC","Viera","VRA23",4,0.106814
"CBC","Viera","VRA23",5,0.590506
"CBC","Viera","VRA24",1,0.088561
"CBC","Viera","VRA24",2,1e-05
"CBC","Viera","VRA24",3,0.128839
"CBC","Viera","VRA24",4,0.045983
"CBC","Viera","VRA24",5,0.736607
"CBC","Viera","VRA25",1,0.105145
"CBC","Viera","VRA25",2,1e-05
"CBC","Viera","VRA25",3,0.147587
"CBC","Viera","VRA25",4,0.104609
"CBC","Viera","VRA25",5,0.642649
"CBC","Viera","VRA70",1,1e-05
"CBC","Viera","VRA70",2,1e-05
"CBC","Viera","VRA70",3,1e-05
"CBC","Viera","VRA70",4,0.023373
"CBC","Viera","VRA70",5,0.976597
