PC01,5.03721
PC02,3.63161
PC03,3.32637
PC04,2.94579
PC05,2.76177
PC06,2.62358
PC07,2.20911
PC08,2.16369
PC09,2.03353
PC10,1.98002
PC11,1.88256
PC12,1.74186
PC13,1.65393
PC14,1.61458
PC15,1.59649
PC16,1.56362
PC17,1.52007
PC18,1.47901
PC19,1.40412
PC20,1.37758
