PC01,10.6997
PC02,7.24719
PC03,4.57736
PC04,4.21596
PC05,3.81402
PC06,3.61767
PC07,3.24873
PC08,2.85248
PC09,2.66246
PC10,2.66019
PC11,2.52516
PC12,2.33671
PC13,2.22502
PC14,2.1556
PC15,2.12826
PC16,1.98227
PC17,1.92792
PC18,1.9147
PC19,1.84601
PC20,1.82441
