PC01,5.22511
PC02,4.40369
PC03,3.64948
PC04,3.31229
PC05,2.9689
PC06,2.88837
PC07,2.76181
PC08,2.2881
PC09,2.14963
PC10,2.02838
PC11,2.00185
PC12,1.86911
PC13,1.85277
PC14,1.73489
PC15,1.64844
PC16,1.64427
PC17,1.62005
PC18,1.59826
PC19,1.55646
PC20,1.54555
